"12","东北地区","rain","17532","4146","13386","13724","3260","10464","2845","658","2187","644","146","498","159","44","115","75","14","61","东北地区#哈尔滨#长春#吉林#沈阳#鞍山#大连"
"13","东北地区","snow","17532","4146","13386","16325","3863","12462","907","201","706","134","34","100","64","19","45","17","5","12","东北地区#哈尔滨#长春#吉林#沈阳#鞍山#大连"
"14","东北地区","cloud","17532","4146","13386","7198","1734","5464","0","0","0","5222","1214","4008","3964","916","3048","1063","258","805","东北地区#哈尔滨#长春#吉林#沈阳#鞍山#大连"
"15","华北地区","rain","23376","5702","17674","18911","4599","14312","3566","870","2696","565","142","423","184","52","132","44","10","34","华北地区#北京#天津#石家庄#保定#唐山#太原#呼和浩特#包头"
"16","华北地区","snow","23376","5702","17674","22682","5527","17155","533","132","401","42","11","31","11","3","8","2","0","2","华北地区#北京#天津#石家庄#保定#唐山#太原#呼和浩特#包头"
"17","华北地区","cloud","23376","5702","17674","9067","2220","6847","0","0","0","7254","1744","5510","6109","1492","4617","840","217","623","华北地区#北京#天津#石家庄#保定#唐山#太原#呼和浩特#包头"
"18","华东地区","rain","122724","30744","91980","83818","20971","62847","27682","7017","20665","7423","1859","5564","2152","522","1630","1055","232","823","华东地区#济南#滨州#德州#济宁#青岛#威海#潍坊#烟台#淄博#南京#常州#连云港#南通#苏州#宿迁#泰州#无锡#徐州#盐城#扬州#镇江#合肥#滁州#铜陵#芜湖#上海#杭州#湖州#嘉兴#金华#宁波#衢州#绍兴#台州#温州#南昌#赣州#福州#龙岩#泉州#厦门#漳州"
"19","华东地区","snow","122724","30744","91980","120179","30100","90079","1631","426","1205","223","51","172","77","21","56","20","3","17","华东地区#济南#滨州#德州#济宁#青岛#威海#潍坊#烟台#淄博#南京#常州#连云港#南通#苏州#宿迁#泰州#无锡#徐州#盐城#扬州#镇江#合肥#滁州#铜陵#芜湖#上海#杭州#湖州#嘉兴#金华#宁波#衢州#绍兴#台州#温州#南昌#赣州#福州#龙岩#泉州#厦门#漳州"
"20","华东地区","cloud","122724","30744","91980","21445","5515","15930","4","0","4","43896","10832","33064","45920","11583","34337","10865","2671","8194","华东地区#济南#滨州#德州#济宁#青岛#威海#潍坊#烟台#淄博#南京#常州#连云港#南通#苏州#宿迁#泰州#无锡#徐州#盐城#扬州#镇江#合肥#滁州#铜陵#芜湖#上海#杭州#湖州#嘉兴#金华#宁波#衢州#绍兴#台州#温州#南昌#赣州#福州#龙岩#泉州#厦门#漳州"
"21","西北地区","rain","17532","4428","13104","14058","3507","10551","2821","746","2075","497","133","364","73","20","53","5","1","4","西北地区#西安#宝鸡#兰州#银川#西宁#乌鲁木齐"
"22","西北地区","snow","17532","4428","13104","16788","4229","12559","596","152","444","53","19","34","15","7","8","2","0","2","西北地区#西安#宝鸡#兰州#银川#西宁#乌鲁木齐"
"23","西北地区","cloud","17532","4428","13104","5401","1369","4032","1","0","1","6203","1546","4657","5208","1314","3894","641","178","463","西北地区#西安#宝鸡#兰州#银川#西宁#乌鲁木齐"
"24","西南地区","rain","23376","5693","17683","14140","3356","10784","7686","1919","5767","1079","283","796","307","88","219","51","16","35","西南地区#成都#德阳#乐山#绵阳#贵阳#昆明#重庆#拉萨"
"25","西南地区","snow","23376","5693","17683","23047","5615","17432","209","45","164","7","2","5","0","0","0","0","0","0","西南地区#成都#德阳#乐山#绵阳#贵阳#昆明#重庆#拉萨"
"26","西南地区","cloud","23376","5693","17683","2457","606","1851","0","0","0","6681","1572","5109","12685","3096","9589","1440","388","1052","西南地区#成都#德阳#乐山#绵阳#贵阳#昆明#重庆#拉萨"
"27","华中地区","rain","43830","10952","32878","30231","7571","22660","9853","2442","7411","2214","557","1657","595","168","427","251","63","188","华中地区#郑州#焦作#洛阳#南阳#新乡#许昌#武汉#荆门#襄阳#宜昌#长沙#衡阳#益阳#岳阳#株洲"
"28","华中地区","snow","43830","10952","32878","42357","10607","31750","647","155","492","105","26","79","27","9","18","8","4","4","华中地区#郑州#焦作#洛阳#南阳#新乡#许昌#武汉#荆门#襄阳#宜昌#长沙#衡阳#益阳#岳阳#株洲"
"29","华中地区","cloud","43830","10952","32878","9489","2394","7095","0","0","0","15047","3762","11285","15447","3829","11618","3161","816","2345","华中地区#郑州#焦作#洛阳#南阳#新乡#许昌#武汉#荆门#襄阳#宜昌#长沙#衡阳#益阳#岳阳#株洲"
"30","华南地区","rain","46752","11797","34955","27751","6948","20803","13290","3440","9850","2590","660","1930","1734","399","1335","1158","295","863","华南地区#广州#潮州#东莞#佛山#惠州#江门#揭阳#梅州#汕头#深圳#肇庆#珠海#南宁#桂林#柳州#海口"
"31","华南地区","snow","46752","11797","34955","46502","11737","34765","21","5","16","0","0","0","0","0","0","0","0","0","华南地区#广州#潮州#东莞#佛山#惠州#江门#揭阳#梅州#汕头#深圳#肇庆#珠海#南宁#桂林#柳州#海口"
"32","华南地区","cloud","46752","11797","34955","5368","1250","4118","0","0","0","17708","4479","13229","17965","4659","13306","5482","1354","4128","华南地区#广州#潮州#东莞#佛山#惠州#江门#揭阳#梅州#汕头#深圳#肇庆#珠海#南宁#桂林#柳州#海口"
"33","黑龙江省","rain","2922","667","2255","2223","514","1709","548","123","425","109","23","86","22","4","18","3","0","3","黑龙江省#哈尔滨"
"34","黑龙江省","snow","2922","667","2255","2671","614","2057","202","39","163","19","6","13","11","4","7","2","1","1","黑龙江省#哈尔滨"
"35","黑龙江省","cloud","2922","667","2255","1015","228","787","0","0","0","936","223","713","790","175","615","164","38","126","黑龙江省#哈尔滨"
"36","吉林省","rain","5844","1390","4454","4441","1066","3375","1039","244","795","276","53","223","49","16","33","12","2","10","吉林省#长春#吉林"
"37","吉林省","snow","5844","1390","4454","5291","1251","4040","427","104","323","60","15","45","30","8","22","9","3","6","吉林省#长春#吉林"
"38","吉林省","cloud","5844","1390","4454","2242","551","1691","0","0","0","1681","385","1296","1471","349","1122","423","96","327","吉林省#长春#吉林"
"39","辽宁省","rain","8766","2089","6677","7060","1680","5380","1258","291","967","259","70","189","88","24","64","60","12","48","辽宁省#沈阳#鞍山#大连"
"40","辽宁省","snow","8766","2089","6677","8363","1998","6365","278","58","220","55","13","42","23","7","16","6","1","5","辽宁省#沈阳#鞍山#大连"
"41","辽宁省","cloud","8766","2089","6677","3941","955","2986","0","0","0","2605","606","1999","1703","392","1311","476","124","352","辽宁省#沈阳#鞍山#大连"
"42","北京市","rain","2922","879","2043","2346","715","1631","461","134","327","68","16","52","24","8","16","10","3","7","北京市#北京"
"43","北京市","snow","2922","879","2043","2835","851","1984","66","21","45","6","4","2","1","0","1","1","0","1","北京市#北京"
"44","北京市","cloud","2922","879","2043","1092","338","754","0","0","0","787","223","564","921","285","636","109","30","79","北京市#北京"
"45","河南省","rain","17532","4357","13175","13829","3415","10414","2927","735","2192","533","142","391","106","33","73","57","10","47","河南省#郑州#焦作#洛阳#南阳#新乡#许昌"
"46","天津市","rain","2922","743","2179","2375","613","1762","423","95","328","66","16","50","41","14","27","5","2","3","天津市#天津"
"47","河北省","rain","8766","2034","6732","7089","1630","5459","1303","308","995","234","59","175","78","19","59","21","5","16","河北省#石家庄#保定#唐山"
"48","山西省","rain","2922","672","2250","2317","539","1778","484","106","378","83","19","64","21","5","16","4","0","4","山西省#太原"
"49","内蒙古","rain","5844","1374","4470","4784","1102","3682","895","227","668","114","32","82","20","6","14","4","0","4","内蒙古#呼和浩特#包头"
"50","内蒙古","snow","5844","1374","4470","5634","1325","4309","173","42","131","9","0","9","1","0","1","0","0","0","内蒙古#呼和浩特#包头"
"51","内蒙古","cloud","5844","1374","4470","2360","537","1823","0","0","0","1902","450","1452","1409","342","1067","146","38","108","内蒙古#呼和浩特#包头"
"52","湖北省","rain","11688","2884","8804","7516","1888","5628","2765","640","2125","603","159","444","214","71","143","73","17","56","湖北省#武汉#荆门#襄阳#宜昌"
"53","湖南省","rain","14610","3711","10899","8886","2268","6618","4161","1067","3094","1078","256","822","275","64","211","121","36","85","湖南省#长沙#衡阳#益阳#岳阳#株洲"
"54","湖南省","snow","14610","3711","10899","14264","3647","10617","219","36","183","28","6","22","7","1","6","3","1","2","湖南省#长沙#衡阳#益阳#岳阳#株洲"
"55","湖南省","cloud","14610","3711","10899","2321","590","1731","0","0","0","4737","1225","3512","5969","1515","4454","1494","361","1133","湖南省#长沙#衡阳#益阳#岳阳#株洲"
"56","四川省","rain","11688","2852","8836","7185","1697","5488","3670","929","2741","559","152","407","175","47","128","39","11","28","四川省#成都#德阳#乐山#绵阳"
"57","四川省","snow","11688","2852","8836","11606","2828","8778","22","8","14","0","0","0","0","0","0","0","0","0","四川省#成都#德阳#乐山#绵阳"
"58","四川省","cloud","11688","2852","8836","693","184","509","0","0","0","3274","778","2496","6888","1664","5224","773","210","563","四川省#成都#德阳#乐山#绵阳"
"59","江苏省","rain","35064","8902","26162","24741","6273","18468","7392","1870","5522","2015","512","1503","533","155","378","211","50","161","江苏省#南京#常州#连云港#南通#苏州#宿迁#泰州#无锡#徐州#盐城#扬州#镇江"
"60","湖北省","snow","11688","2884","8804","10976","2723","8253","158","45","113","29","6","23","7","1","6","1","0","1","湖北省#武汉#荆门#襄阳#宜昌"
"61","湖北省","cloud","11688","2884","8804","1677","434","1243","0","0","0","4491","1124","3367","4083","965","3118","920","252","668","湖北省#武汉#荆门#襄阳#宜昌"
"62","青岛","rain","2922","675","2247","2348","544","1804","444","104","340","94","21","73","14","2","12","9","2","7","青岛#青岛"
"63","青岛","snow","2922","675","2247","2864","662","2202","43","11","32","2","0","2","0","0","0","0","0","0","青岛#青岛"
"64","青岛","cloud","2922","675","2247","860","211","649","0","0","0","1170","270","900","760","167","593","119","25","94","青岛#青岛"
"65","无锡","rain","2922","786","2136","1879","510","1369","776","204","572","191","53","138","38","9","29","24","6","18","无锡#无锡"
"66","芜湖","rain","2922","714","2208","1879","460","1419","745","175","570","189","51","138","58","11","47","34","11","23","芜湖#芜湖"
"67","连云港","rain","2922","674","2248","2295","551","1744","449","89","360","132","20","112","24","10","14","8","2","6","连云港#连云港"
"68","新乡","rain","2922","703","2219","2332","556","1776","452","113","339","89","23","66","20","6","14","15","2","13","新乡#新乡"
"69","新乡","snow","2922","703","2219","2864","691","2173","36","8","28","7","1","6","0","0","0","1","0","1","新乡#新乡"
"70","新乡","cloud","2922","703","2219","935","216","719","0","0","0","1005","233","772","838","220","618","130","31","99","新乡#新乡"
"71","山东省","rain","26298","6414","19884","21431","5253","16178","3735","905","2830","688","160","528","205","34","171","118","29","89","山东省#济南#滨州#德州#济宁#青岛#威海#潍坊#烟台#淄博"
"72","山东省","snow","26298","6414","19884","25445","6184","19261","609","166","443","99","22","77","18","8","10","6","1","5","山东省#济南#滨州#德州#济宁#青岛#威海#潍坊#烟台#淄博"
"73","山东省","cloud","26298","6414","19884","7981","2029","5952","0","0","0","10286","2491","7795","6785","1609","5176","1125","252","873","山东省#济南#滨州#德州#济宁#青岛#威海#潍坊#烟台#淄博"
"74","天津","rain","2922","743","2179","2375","613","1762","423","95","328","66","16","50","41","14","27","5","2","3","天津#天津"
"75","天津","snow","2922","743","2179","2837","721","2116","65","15","50","5","2","3","3","2","1","0","0","0","天津#天津"
"76","天津","cloud","2922","743","2179","1073","287","786","0","0","0","818","213","605","899","204","695","120","36","84","天津#天津"
"77","宿迁","rain","2922","692","2230","2242","539","1703","523","116","407","108","27","81","26","5","21","8","3","5","宿迁#宿迁"
"78","盐城","snow","2922","732","2190","2876","720","2156","31","7","24","1","0","1","0","0","0","0","0","0","盐城#盐城"
"79","盐城","rain","2922","732","2190","2194","551","1643","521","123","398","147","42","105","39","10","29","7","1","6","盐城#盐城"
"80","盐城","cloud","2922","732","2190","548","146","402","4","0","4","1056","265","791","1106","263","843","194","53","141","盐城#盐城"
"81","济宁","rain","2922","737","2185","2410","617","1793","390","98","292","73","10","63","26","5","21","10","3","7","济宁#济宁"
"82","济宁","snow","2922","737","2185","2872","724","2148","32","9","23","4","0","4","0","0","0","1","0","1","济宁#济宁"
"83","济宁","cloud","2922","737","2185","967","259","708","0","0","0","1151","287","864","677","169","508","114","18","96","济宁#济宁"
"84","山西省","snow","2922","672","2250","2828","651","2177","73","16","57","7","2","5","1","0","1","0","0","0","山西省#太原"
"85","山西省","cloud","2922","672","2250","1094","256","838","0","0","0","997","227","770","705","160","545","113","26","87","山西省#太原"
"86","徐州","rain","2922","688","2234","2286","533","1753","488","110","378","91","26","65","32","13","19","9","3","6","徐州#徐州"
"87","徐州","snow","2922","688","2234","2863","675","2188","37","9","28","3","0","3","2","1","1","1","0","1","徐州#徐州"
"88","徐州","cloud","2922","688","2234","696","160","536","0","0","0","1121","267","854","951","215","736","138","43","95","徐州#徐州"
"89","济南","rain","2922","675","2247","2382","558","1824","419","98","321","68","14","54","31","1","30","9","2","7","济南#济南"
"90","大连","rain","2922","696","2226","2404","569","1835","397","99","298","53","13","40","25","5","20","29","7","22","大连#大连"
"91","大连","snow","2922","696","2226","2811","672","2139","86","17","69","6","2","4","2","1","1","3","1","2","大连#大连"
"92","南京","rain","2922","786","2136","1974","516","1458","655","186","469","188","57","131","64","16","48","28","6","22","南京#南京"
"93","北京","rain","2922","879","2043","2346","715","1631","461","134","327","68","16","52","24","8","16","10","3","7","北京#北京"
"94","深圳","rain","2922","898","2024","1832","549","1283","776","251","525","101","36","65","94","22","72","105","37","68","深圳#深圳"
"95","深圳","cloud","2922","898","2024","235","66","169","0","0","0","1370","411","959","1003","323","680","300","95","205","深圳#深圳"
"96","深圳","snow","2922","898","2024","2907","894","2013","1","1","0","0","0","0","0","0","0","0","0","0","深圳#深圳"
"97","南京","cloud","2922","786","2136","485","127","358","0","0","0","1025","268","757","1112","305","807","287","81","206","南京#南京"
"98","南京","snow","2922","786","2136","2859","768","2091","40","11","29","7","2","5","3","0","3","0","0","0","南京#南京"
"99","北京","cloud","2922","879","2043","1092","338","754","0","0","0","787","223","564","921","285","636","109","30","79","北京#北京"
"100","北京","snow","2922","879","2043","2835","851","1984","66","21","45","6","4","2","1","0","1","1","0","1","北京#北京"
"101","奇怪","rain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","奇怪#奇怪"
"102","奇怪","cloud","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","奇怪#奇怪"
"103","奇怪","snow","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","奇怪#奇怪"
"104","天津市","cloud","2922","743","2179","1073","287","786","0","0","0","818","213","605","899","204","695","120","36","84","天津市#天津"
"105","上海","rain","2922","870","2052","1798","522","1276","801","258","543","221","62","159","72","21","51","17","3","14","上海#上海"
"106","上海","cloud","2922","870","2052","429","130","299","0","0","0","933","259","674","1237","391","846","310","86","224","上海#上海"
"107","上海","snow","2922","870","2052","2878","856","2022","31","10","21","0","0","0","0","0","0","0","0","0","上海#上海"
"108","呼和浩特","rain","2922","692","2230","2313","537","1776","530","137","393","54","12","42","9","3","6","3","0","3","呼和浩特#呼和浩特"
"109","上海市","rain","2922","870","2052","1798","522","1276","801","258","543","221","62","159","72","21","51","17","3","14","上海市#上海"
"110","武汉","cloud","2922","741","2181","410","104","306","0","0","0","1240","313","927","991","247","744","267","73","194","武汉#武汉"
"111","武汉","snow","2922","741","2181","2865","727","2138","33","10","23","8","0","8","2","0","2","0","0","0","武汉#武汉"
"112","武汉","rain","2922","741","2181","1961","487","1474","688","177","511","160","40","120","73","25","48","26","8","18","武汉#武汉"
"113","安徽省","rain","11688","2880","8808","7640","1876","5764","2917","724","2193","708","184","524","221","44","177","141","34","107","安徽省#合肥#滁州#铜陵#芜湖"
"114","安徽省","snow","11688","2880","8808","11399","2809","8590","180","43","137","23","8","15","16","2","14","9","0","9","安徽省#合肥#滁州#铜陵#芜湖"
"115","安徽省","cloud","11688","2880","8808","1792","434","1358","0","0","0","4199","1048","3151","4540","1114","3426","1096","266","830","安徽省#合肥#滁州#铜陵#芜湖"
"116","香港","rain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","香港#香港"
"117","香港","cloud","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","香港#香港"
"118","香港","snow","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","香港#香港"
"119","广东省","rain","35064","8992","26072","21496","5433","16063","9097","2422","6675","1964","524","1440","1392","320","1072","942","251","691","广东省#广州#潮州#东莞#佛山#惠州#江门#揭阳#梅州#汕头#深圳#肇庆#珠海"
"120","河南省","snow","17532","4357","13175","17117","4237","12880","270","74","196","48","14","34","13","7","6","4","3","1","河南省#郑州#焦作#洛阳#南阳#新乡#许昌"
"121","河南省","cloud","17532","4357","13175","5491","1370","4121","0","0","0","5819","1413","4406","5395","1349","4046","747","203","544","河南省#郑州#焦作#洛阳#南阳#新乡#许昌"
"122","广东省","snow","35064","8992","26072","34890","8949","25941","1","1","0","0","0","0","0","0","0","0","0","0","广东省#广州#潮州#东莞#佛山#惠州#江门#揭阳#梅州#汕头#深圳#肇庆#珠海"
"123","广东省","cloud","35064","8992","26072","4538","1038","3500","0","0","0","13439","3478","9961","12616","3339","9277","4298","1095","3203","广东省#广州#潮州#东莞#佛山#惠州#江门#揭阳#梅州#汕头#深圳#肇庆#珠海"
"124","海南省","rain","2922","716","2206","1581","383","1198","1121","290","831","77","12","65","74","16","58","55","11","44","海南省#海口"
"125","海南省","snow","2922","716","2206","2908","712","2196","0","0","0","0","0","0","0","0","0","0","0","0","海南省#海口"
"126","海南省","cloud","2922","716","2206","77","25","52","0","0","0","1389","332","1057","1236","316","920","206","39","167","海南省#海口"
"127","台湾","rain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","台湾#台湾"
"128","台湾","snow","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","台湾#台湾"
"129","台湾","cloud","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","台湾#台湾"
"130","福建省","rain","14610","3576","11034","9032","2201","6831","3894","971","2923","1065","267","798","334","83","251","213","41","172","福建省#福州#龙岩#泉州#厦门#漳州"
"131","福建省","snow","14610","3576","11034","14524","3560","10964","11","2","9","3","1","2","0","0","0","0","0","0","福建省#福州#龙岩#泉州#厦门#漳州"
"132","福建省","cloud","14610","3576","11034","1272","309","963","0","0","0","5320","1292","4028","6333","1571","4762","1613","391","1222","福建省#福州#龙岩#泉州#厦门#漳州"
"133","江苏省","cloud","35064","8902","26162","5514","1467","4047","4","0","4","13074","3264","9810","13494","3404","10090","2806","725","2081","江苏省#南京#常州#连云港#南通#苏州#宿迁#泰州#无锡#徐州#盐城#扬州#镇江"
"134","江苏省","snow","35064","8902","26162","34368","8721","25647","459","128","331","43","9","34","20","2","18","2","0","2","江苏省#南京#常州#连云港#南通#苏州#宿迁#泰州#无锡#徐州#盐城#扬州#镇江"
"135","福州","rain","2922","769","2153","1626","420","1206","958","259","699","224","65","159","58","13","45","42","10","32","福州#福州"
"136","福州","snow","2922","769","2153","2907","767","2140","1","0","1","0","0","0","0","0","0","0","0","0","福州#福州"
"137","福州","cloud","2922","769","2153","182","54","128","0","0","0","917","231","686","1485","394","1091","324","88","236","福州#福州"
"138","呼和浩特","snow","2922","692","2230","2796","664","2132","107","25","82","5","0","5","1","0","1","0","0","0","呼和浩特#呼和浩特"
"139","呼和浩特","cloud","2922","692","2230","1103","255","848","0","0","0","1037","242","795","698","177","521","71","15","56","呼和浩特#呼和浩特"
"140","荆门","rain","2922","712","2210","2001","502","1499","689","141","548","151","45","106","48","15","33","20","5","15","荆门#荆门"
"141","银川","rain","2922","732","2190","2546","624","1922","323","90","233","38","14","24","2","0","2","0","0","0","银川#银川"
"142","银川","snow","2922","732","2190","2860","711","2149","49","17","32","0","0","0","0","0","0","0","0","0","银川#银川"
"143","兰州","cloud","2922","749","2173","1035","260","775","0","0","0","1072","279","793","744","189","555","59","17","42","兰州#兰州"
"144","太原","rain","2922","672","2250","2317","539","1778","484","106","378","83","19","64","21","5","16","4","0","4","太原#太原"
"145","太原","snow","2922","672","2250","2828","651","2177","73","16","57","7","2","5","1","0","1","0","0","0","太原#太原"
"146","太原","cloud","2922","672","2250","1094","256","838","0","0","0","997","227","770","705","160","545","113","26","87","太原#太原"
"147","银川","cloud","2922","732","2190","915","225","690","0","0","0","1203","298","905","751","191","560","40","14","26","银川#银川"
"148","绵阳","rain","2922","685","2237","1938","443","1495","800","195","605","127","32","95","38","10","28","5","2","3","绵阳#绵阳"
"149","绵阳","snow","2922","685","2237","2904","680","2224","4","2","2","0","0","0","0","0","0","0","0","0","绵阳#绵阳"
"150","绵阳","cloud","2922","685","2237","195","50","145","0","0","0","850","184","666","1693","404","1289","170","44","126","绵阳#绵阳"
"151","成都","rain","2922","773","2149","1707","435","1272","969","265","704","164","52","112","59","16","43","7","1","6","成都#成都"
"152","成都","snow","2922","773","2149","2896","766","2130","10","3","7","0","0","0","0","0","0","0","0","0","成都#成都"
"153","成都","cloud","2922","773","2149","171","49","122","0","0","0","882","224","658","1623","427","1196","230","69","161","成都#成都"
"154","乐山","rain","2922","665","2257","1671","361","1310","1011","244","767","150","39","111","57","13","44","19","4","15","乐山#乐山"
"155","乐山","snow","2922","665","2257","2905","659","2246","3","2","1","0","0","0","0","0","0","0","0","0","乐山#乐山"
"156","乐山","cloud","2922","665","2257","148","39","109","0","0","0","669","144","525","1865","422","1443","226","56","170","乐山#乐山"
"157","澳门","rain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","澳门#澳门"
"158","澳门","cloud","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","澳门#澳门"
"159","澳门","snow","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","澳门#澳门"
"160","保定","rain","2922","653","2269","2408","523","1885","400","102","298","69","16","53","22","5","17","7","2","5","保定#保定"
"161","保定","snow","2922","653","2269","2854","639","2215","43","7","36","6","2","4","2","0","2","1","0","1","保定#保定"
"162","保定","cloud","2922","653","2269","1224","273","951","0","0","0","919","204","715","657","146","511","106","25","81","保定#保定"
"163","上海市","cloud","2922","870","2052","429","130","299","0","0","0","933","259","674","1237","391","846","310","86","224","上海市#上海"
"164","上海市","snow","2922","870","2052","2878","856","2022","31","10","21","0","0","0","0","0","0","0","0","0","上海市#上海"
"165","东莞","rain","2922","743","2179","1708","418","1290","771","212","559","172","52","120","159","32","127","98","26","72","东莞#东莞"
"166","西宁","rain","2922","717","2205","2110","516","1594","703","180","523","88","18","70","8","0","8","0","0","0","西宁#西宁"
"167","西宁","snow","2922","717","2205","2754","676","2078","153","38","115","2","0","2","0","0","0","0","0","0","西宁#西宁"
"168","西宁","cloud","2922","717","2205","691","175","516","0","0","0","1051","266","785","1069","255","814","98","18","80","西宁#西宁"
